sample_id,Drug_ID,y_true,gine_prediction,xgboost_prediction,gine_absolute_error,xgboost_absolute_error,gine_seed_standard_deviation,nearest_train_similarity,molecular_weight,in_druglike_scope,scaffold_status,smiles
AQSOL_01673,"1H-Pyrazole-3-carboxylic acid, 4,5-dihydro-5-oxo-1-(4-sulfophenyl)-4-[(4-sulfophenyl)azo]-, reaction products with guanidine hydrochloride N,N'-bis(mixed Ph, tolyl and xylyl) derivs.",-7.751246929168701,-0.8505163192749023,-1.1694684,6.900730609893799,6.581778529168702,0.2182850961358863,0.4067796610169492,563.958,False,seen_cyclic_scaffold,N=C(N)N.O=C(O)C1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1N=Nc1ccc(S(=O)(=O)O)cc1.[Cl-].[H+]
AQSOL_00636,titanium(4+) ion zirconium(4+) ion lead(2+) ion pentaoxidandiide,-5.098222255706787,-11.10703150431315,-7.522871,6.008809248606363,2.424648744293213,0.7937513561625722,0.4,426.286,False,acyclic,[O-2].[O-2].[O-2].[O-2].[O-2].[Pb+2].[Ti+4].[Zr+4]
AQSOL_03373,calcium bis(4-[(E)-2-{1-[(2-methylphenyl)carbamoyl]-2-oxopropyl}diazen-1-yl]-3-nitrobenzene-1-sulfonate),-7.739803791046143,-2.160316069920858,-4.9116197,5.579487721125284,2.8281840910461424,1.1747746167189284,0.5362318840579711,878.868,False,unseen_cyclic_scaffold,Cc1ccccc1NC(=O)CC(=O)CN=Nc1ccc(S(=O)(=O)[O-])cc1[N+](=O)[O-].Cc1ccccc1NC(=O)CC(=O)CN=Nc1ccc(S(=O)(=O)[O-])cc1[N+](=O)[O-].[Ca+2]
AQSOL_01624,"Fatty acids, C5-9, hexaesters with dipentaerythritol",-6.830456733703613,-1.362094521522522,-1.1849127,5.468362212181091,5.645544033703613,0.9364567944645664,0.75,338.397,True,acyclic,CCCCC(=O)OCC(CO)(CO)COCC(CO)(CO)CO
AQSOL_03062,disilver(1+) sulfate,-1.5849835872650146,-6.994856516520183,-2.1940384,5.409872929255168,0.6090548127349855,2.230104325662875,0.8571428571428571,313.815,False,acyclic,O=S(=O)(O)O.[Ag+].[Ag+]
AQSOL_00872,"2,2'-(2,5-dichloro-1,4-phenylene)bis(1H-anthra[1,2-d]imidazole-6,11-dione)",-4.524775981903076,-9.715124448140465,-6.170301,5.190348466237387,1.645525018096924,1.0981078516098326,0.3636363636363636,639.454,True,unseen_cyclic_scaffold,O=C1c2ccccc2C(=O)c2c1ccc1[nH]c(-c3cc(Cl)c(-c4nc5c6c(ccc5[nH]4)C(=O)c4ccccc4C6=O)cc3Cl)nc21
AQSOL_00296,RHENIUM,-0.4755079448223114,-5.6298699378967285,-7.1369066,5.154361993074417,6.661398655177688,0.5519083313835857,0.1428571428571428,186.207,False,acyclic,[Re]
AQSOL_00408,"Butanal, reaction products with aniline",-4.502101421356201,0.5640882651011149,-2.171096,5.066189686457316,2.3310054213562013,0.2746937847404143,0.5217391304347826,165.236,False,seen_cyclic_scaffold,CCCC=O.Nc1ccccc1
AQSOL_01859,chromium(3+) ion trichloride,-3.199631690979004,1.8236175378163653,0.38818455,5.023249228795369,3.587816240979004,0.479757961813762,0.3333333333333333,158.355,False,acyclic,[Cl-].[Cl-].[Cl-].[Cr+3]
AQSOL_08345,"3,4'-ace-1,2-benzanthracene",-2.970000028610229,-7.904319127400716,-7.445053,4.934319098790487,4.47505297138977,0.244883067779477,0.5142857142857142,254.332,True,unseen_cyclic_scaffold,c1ccc2cc3c(cc4c5c(cccc53)CC4)cc2c1
