sample_id,Drug_ID,y_true,gine_prediction,xgboost_prediction,gine_absolute_error,xgboost_absolute_error,gine_seed_standard_deviation,nearest_train_similarity,molecular_weight,in_druglike_scope,scaffold_status,smiles
AQSOL_08887,Natamycin,-3.2100000381469727,2.707221031188965,-2.3981714,5.9172210693359375,0.8118286381469728,0.9956622597582104,0.2,665.733,True,unseen_cyclic_scaffold,CC1CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC3OC3C=CC(=O)O1)CC(O)C2C(=O)O
AQSOL_01273,"dialuminium tris[2-(2,4,5,7-tetrabromo-6-oxido-3-oxoxanthen-9-yl)benzoate]",-7.1435627937316895,-12.873911221822103,-7.210989,5.730348428090414,0.0674262062683102,1.425265768494025,0.5072463768115942,1991.601,False,unseen_cyclic_scaffold,O=C([O-])c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c([O-])c(Br)cc12.O=C([O-])c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c([O-])c(Br)cc12.O=C([O-])c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c([O-])c(Br)cc12.[Al+3].[Al+3]
AQSOL_03586,"tris(2,4-di-tert-butylphenyl) phosphite",-8.111891746520996,-13.513214111328123,-7.5095,5.401322364807129,0.602391746520996,1.1912053732850734,0.4838709677419355,646.937,True,unseen_cyclic_scaffold,CC(C)(C)c1ccc(OP(Oc2ccc(C(C)(C)C)cc2C(C)(C)C)Oc2ccc(C(C)(C)C)cc2C(C)(C)C)c(C(C)(C)C)c1
AQSOL_05779,hexachlorocyclohexane,-4.940800189971924,-9.986892064412435,-6.997227,5.046091874440512,2.056426810028076,1.0774760139152806,0.1777777777777777,872.496,False,unseen_cyclic_scaffold,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl.ClC1CC(Cl)(Cl)C(Cl)C(Cl)C1Cl.ClC1CCC(Cl)(Cl)C(Cl)C1(Cl)Cl
AQSOL_03488,"4,11-diamino-2-[3-(2-methoxyethoxy)propyl]-1H-naphtho[2,3-f]isoindole-1,3,5,10(2H)-tetrone",-8.26504898071289,-3.4003281593322754,-2.36908,4.864720821380615,5.89596898071289,0.2255158240251722,0.3333333333333333,423.425,True,unseen_cyclic_scaffold,COCCOCCCn1c(=O)c2c(N)c3c(=O)c4ccccc4c(=O)c3c(N)c2c1=O
AQSOL_03381,"[1,3,8,16,18,24-hexabromo-2,4,9,10,11,15,17,22,23,25-decachloro-29H,31H-phthalocyaninato(2-)-N29,N30,N31,N32]copper",-9.14423370361328,-13.970823287963867,-7.688738,4.826589584350588,1.4554957036132796,1.1476276865731545,0.1641791044776119,1393.908,False,unseen_cyclic_scaffold,Clc1c(Cl)c(Br)c2c(c1Cl)C1=Nc3c4c(Cl)c(Br)c(Cl)c(Br)c4c4n3[Cu]n3c(c5c(Cl)c(Br)c(Cl)c(Br)c5c3=NC3=NC(=N4)c4c(Cl)c(Cl)c(Br)c(Cl)c43)=NC2=N1
AQSOL_00012,"2,3-dimethylphenol; 2,4-dimethylphenol; 2,5-dimethylphenol; 2,6-dimethylphenol; 3,4-dimethylphenol; 3,5-dimethylphenol",-1.9803098440170288,2.674434185028076,-6.32216,4.654744029045105,4.341850155982971,0.7281828430318413,0.4047619047619047,733.002,False,unseen_cyclic_scaffold,Cc1cc(C)cc(O)c1.Cc1ccc(C)c(O)c1.Cc1ccc(O)c(C)c1.Cc1ccc(O)cc1C.Cc1cccc(C)c1O.Cc1cccc(O)c1C
AQSOL_01415,methanidylidyneoxidanium triphenylphosphane (2Z)-4-oxopent-2-en-2-olate rhodium,-7.312033653259277,-2.7802158991495767,-5.1684523,4.531817754109701,2.143581353259277,0.5129368344512512,0.4814814814814814,492.317,False,unseen_cyclic_scaffold,CC(=O)[CH-]C(C)=O.[C-]#[O+].[Rh].c1ccc(P(c2ccccc2)c2ccccc2)cc1
AQSOL_03149,"(2R,3R,4R,5R)-hexane-1,2,3,4,5,6-hexol; (2S,3S,4S,5S,6R)-6-{[(2S,3S,4R,5S,6R)-2-carboxy-4,5,6-trihydroxyoxan-3-yl]oxy}-3,4,5-trihydroxyoxane-2-carboxylic acid; [(2S,3R,4R,5S,6S)-3-hydroxy-6-{[(2S,3R,4R,5S,6S)-3-hydroxy-6-{[(2S,3R,4R,5S,6S)-6-{[(2S,3R,4R,5S,6S)-3-hydroxy-6-{[(2S,3R,4R,5S,6R)-6-hydroxy-2-methyl-4,5-bis(sulfooxy)oxan-3-yl]oxy}-2-methyl-5-(sulfooxy)oxan-4-yl]oxy}-2-methyl-4,5-bis(sulfooxy)oxan-3-yl]oxy}-2-methyl-5-(sulfooxy)oxan-4-yl]oxy}-2-methyl-5-(sulfooxy)oxan-4-yl]oxidanesulfonic acid",-0.5892058610916138,3.803829034169515,-0.7525368,4.393034895261129,0.1633309389083862,1.6928538469500272,0.1891891891891892,1941.672,False,unseen_cyclic_scaffold,C[C@@H]1O[C@@H](O[C@H]2[C@@H](OS(=O)(=O)O)[C@H](OS(=O)(=O)O)[C@H](O)O[C@H]2C)[C@@H](OS(=O)(=O)O)[C@H](O[C@@H]2O[C@@H](C)[C@@H](O[C@@H]3O[C@@H](C)[C@@H](O)[C@@H](O[C@@H]4O[C@@H](C)[C@@H](O)[C@@H](OS(=O)(=O)O)[C@@H]4OS(=O)(=O)O)[C@@H]3OS(=O)(=O)O)[C@@H](OS(=O)(=O)O)[C@@H]2OS(=O)(=O)O)[C@@H]1O.O=C(O)[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@H](O)[C@H](O)O[C@@H]2C(=O)O)[C@@H](O)[C@@H](O)[C@@H]1O.OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
AQSOL_00943,"dimethyl 2,5-dioxocyclohexane-1,4-dicarboxylate",-4.154195785522461,0.1682885487874349,-1.3556482,4.322484334309896,2.798547585522461,0.5756182123142286,0.3611111111111111,228.2,True,unseen_cyclic_scaffold,COC(=O)C1CC(=O)C(C(=O)OC)CC1=O
