sample_id,y_true,gine_seed_1,gine_seed_2,gine_seed_3,gine_prediction,gine_seed_standard_deviation,xgboost_y_true,xgboost_prediction,nearest_train_similarity,nearest_train_sample_id,smiles,in_druglike_scope,molecular_weight,scaffold,scaffold_status,similarity_bin,molecular_weight_bin,druglike_status,gine_absolute_error,xgboost_absolute_error,gine_error_advantage,better_model
AQSOL_02205,-0.9807589054107666,-3.201233386993408,-3.0137882232666016,-3.174450397491455,-3.1298240025838218,0.10137829497965221,-0.9807589,-5.1750326,0.45714285714285713,AQSOL_04718,O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O.[Na],False,411.365,c1ccc2c(Cc3cccc4ccccc34)cccc2c1,unseen_cyclic_scaffold,0.30-0.50,400-600,outside_drug_like_scope,2.149065097173055,4.194273694589233,2.045208597416178,GINE
AQSOL_03199,0.5063442587852478,-1.2302091121673584,0.3467297554016113,-0.4759652614593506,-0.45314820607503253,0.7887170034459347,0.50634426,-2.4588542,0.48148148148148145,AQSOL_01967,COC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Cl-],False,342.806,c1ccc([PH+](c2ccccc2)c2ccccc2)cc1,unseen_cyclic_scaffold,0.30-0.50,200-400,outside_drug_like_scope,0.9594924648602803,2.965198458785248,2.005705993924968,GINE
AQSOL_03277,-0.6479880213737488,-3.369333028793335,-3.8613548278808594,-4.447818279266357,-3.8928353786468506,0.5399313638596689,-0.647988,-5.867491,0.5,AQSOL_06624,CC(=O)[O-].CCN(CC)c1ccc([C+](c2ccccc2)c2ccc(N(CC)CC)cc2)cc1,False,444.619,c1ccc([C+](c2ccccc2)c2ccccc2)cc1,unseen_cyclic_scaffold,0.50-0.70,400-600,outside_drug_like_scope,3.244847357273102,5.2195029786262515,1.9746556213531496,GINE
AQSOL_02273,-0.1395608931779861,-3.5923306941986084,-4.509403228759766,-5.227087020874023,-4.442940314610799,0.8194022523273924,-0.1395609,-6.187601,0.4782608695652174,AQSOL_01826,CC(=O)[O-].CCN(CC)c1ccc([C+](c2ccc(N(CC)CC)cc2)c2ccc(N(CC)CC)cc2)cc1,False,515.742,c1ccc([C+](c2ccccc2)c2ccccc2)cc1,unseen_cyclic_scaffold,0.30-0.50,400-600,outside_drug_like_scope,4.303379421432813,6.048040106822014,1.744660685389201,GINE
AQSOL_00715,-0.2262726873159408,-2.349179267883301,-2.03779673576355,-1.8831417560577397,-2.0900392532348633,0.23737038796139964,-0.22627269,-3.825243,0.4603174603174603,AQSOL_08552,CC(=O)[O-].CCN(CCO)c1ccc(N=Nc2sc3cc(OC)ccc3[n+]2C)cc1,False,430.53,c1ccc(N=Nc2[nH+]c3ccccc3s2)cc1,unseen_cyclic_scaffold,0.30-0.50,400-600,outside_drug_like_scope,1.8637665659189224,3.598970312684059,1.7352037467651367,GINE
AQSOL_02762,-2.2017085552215576,-2.559192180633545,-1.824493646621704,-2.5237045288085938,-2.3024634520212808,0.4143141254088427,-2.2017086,-4.036288,0.5833333333333334,AQSOL_02135,CP(=O)(Oc1ccccc1)Oc1ccccc1,True,248.218,O=[PH](Oc1ccccc1)Oc1ccccc1,unseen_cyclic_scaffold,0.50-0.70,200-400,drug_like,0.10075489679972316,1.8345794447784423,1.733824547978719,GINE
AQSOL_08502,-8.460000038146973,-8.353440284729004,-8.072221755981445,-8.125381469726562,-8.18368117014567,0.14939915170259058,-8.46,-6.4719906,0.3707865168539326,AQSOL_09874,CC(C)CCCC(C)C1CCC2C3CCC4CC(C)(CCC=C(c5cc(Cl)c(O)c(C(=O)O)c5)c5cc(Cl)c(O)c(C(=O)O)c5)CCC4(C)C3CCC12C,True,781.902,C(CCC1CCC2C(CCC3C4CCCC4CCC23)C1)=C(c1ccccc1)c1ccccc1,unseen_cyclic_scaffold,0.30-0.50,>=600,drug_like,0.2763188680013027,1.9880094381469728,1.7116905701456702,GINE
AQSOL_09390,-1.6200000047683716,-1.8975908756256104,-2.3089046478271484,-2.9059557914733887,-2.3708171049753823,0.5070254580795458,-1.62,-4.0491676,0.3333333333333333,AQSOL_01035,Cc1ccc(C2(O)CCN(CCCC(=O)c3ccccc3)CC2)cc1,True,337.463,O=C(CCCN1CCC(c2ccccc2)CC1)c1ccccc1,unseen_cyclic_scaffold,0.30-0.50,200-400,drug_like,0.7508171002070108,2.429167595231628,1.6783504950246173,GINE
AQSOL_08512,-3.390000104904175,-5.073399543762207,-4.66484260559082,-4.830116748809815,-4.856119632720947,0.20551594928561248,-3.39,-6.4794393,0.6388888888888888,AQSOL_08351,O=C(CCCCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I,False,1139.764,O=C(CCCCC(=O)Nc1ccccc1)Nc1ccccc1,unseen_cyclic_scaffold,0.50-0.70,>=600,outside_drug_like_scope,1.4661195278167725,3.0894391950958253,1.6233196672790529,GINE
AQSOL_05528,-13.171899795532228,-8.967757225036621,-9.409589767456056,-9.384204864501951,-9.253850618998209,0.24808903820169656,-13.1719,-7.6484613,0.5185185185185185,AQSOL_03700,ClC1=C(Cl)C2(Cl)C3CCC4C(CCC3C1(Cl)C2(Cl)Cl)C1(Cl)C(Cl)=C(Cl)C4(Cl)C1(Cl)Cl,True,653.73,C1=CC2CC1C1CCC3C4C=CC(C4)C3CCC21,unseen_cyclic_scaffold,0.50-0.70,>=600,drug_like,3.9180491765340193,5.523438495532228,1.605389318998209,GINE
AQSOL_01733,-0.9304018020629884,-1.6558632850646973,-1.4418268203735352,-2.561042547225952,-1.8862442175547283,0.5941106726441449,-0.9304018,-3.462826,0.33783783783783783,AQSOL_01989,CN(CCC#N)c1ccc(C=CC2=[N+](C)c3ccccc3C2(C)C)cc1.O=P([O-])(O)O,False,441.468,C(=Cc1ccccc1)C1=[NH+]c2ccccc2C1,unseen_cyclic_scaffold,0.30-0.50,400-600,outside_drug_like_scope,0.9558424154917399,2.532424197937012,1.5765817824452721,GINE
AQSOL_07673,-4.179999828338623,-3.939839601516724,-3.8505139350891113,-3.923408031463623,-3.904587189356486,0.04754405056261634,-4.18,-2.3555796,0.5,AQSOL_06067,CCCCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O,True,285.319,O=c1cc[nH]c(=O)[nH]1,unseen_cyclic_scaffold,0.50-0.70,200-400,drug_like,0.2754126389821372,1.824420228338623,1.5490075893564859,GINE
AQSOL_06163,-2.482100009918213,-2.850004196166992,-3.187394618988037,-2.905170440673828,-2.980856418609619,0.18098162833534692,-2.4821,-4.5208807,0.4090909090909091,AQSOL_00565,CC(Cc1ccc(C(C)(C)C)cc1)CN1CC(C)OC(C)C1,True,303.49,c1ccc(CCCN2CCOCC2)cc1,unseen_cyclic_scaffold,0.30-0.50,200-400,drug_like,0.49875640869140625,2.0387806900817873,1.540024281390381,GINE
AQSOL_03310,-0.8036189079284668,-1.6876899003982544,-2.0181827545166016,-2.600606679916382,-2.102159778277079,0.46221571476009793,-0.8036189,-3.634046,0.3114754098360656,AQSOL_02400,CCN(CC)c1ccc(/C=C(\C#N)C(=O)OCCC[N+](C)(C)CCOC(=O)/C(C#N)=C/c2ccc(N(CC)CC)cc2)cc1.[Cl-],False,636.237,O=C(C=Cc1ccccc1)OCCC[NH2+]CCOC(=O)C=Cc1ccccc1,unseen_cyclic_scaffold,0.30-0.50,>=600,outside_drug_like_scope,1.2985408703486123,2.8304270920715333,1.531886221722921,GINE
AQSOL_01437,-4.197152614593506,-4.139133453369141,-4.408754825592041,-4.796998023986816,-4.448295434315999,0.3307099078077199,-4.1971526,-5.9782963,0.7857142857142857,AQSOL_00776,Nc1ccc(N=Nc2cccc(N=Nc3ccc(N)cc3N)c2)c(N)c1,True,346.398,c1ccc(N=Nc2cccc(N=Nc3ccccc3)c2)cc1,unseen_cyclic_scaffold,0.70-0.85,200-400,drug_like,0.2511428197224932,1.7811436854064944,1.5300008656840012,GINE
AQSOL_02204,-1.000489592552185,-1.856787919998169,-1.7636229991912842,-2.600462913513184,-2.073624610900879,0.4586271616921519,-1.0004896,-3.5934165,0.373134328358209,AQSOL_01989,CCN(CC)c1ccc(C=CC2=[N+](C)c3ccccc3C2(C)C)cc1.O=P([O-])(O)O,False,430.485,C(=Cc1ccccc1)C1=[NH+]c2ccccc2C1,unseen_cyclic_scaffold,0.30-0.50,400-600,outside_drug_like_scope,1.0731350183486938,2.592926907447815,1.519791889099121,GINE
AQSOL_02083,0.3403663337230682,0.70548415184021,0.5056142807006836,0.1364245414733886,0.4491743246714274,0.2886976125899691,0.34036633,-1.2746079,0.37037037037037035,AQSOL_01877,O=c1n(CCO)c(=O)n(CCO)c(=O)n1CCO,True,261.234,O=c1[nH]c(=O)[nH]c(=O)[nH]1,unseen_cyclic_scaffold,0.30-0.50,200-400,drug_like,0.10880799094835925,1.6149742337230681,1.506166242774709,GINE
AQSOL_06473,-2.801399946212769,-2.356016159057617,-2.65608549118042,-3.0235788822174072,-2.678560177485148,0.33434836769677906,-2.8014,-4.430317,0.25,AQSOL_02849,CCCN(CC)CC1COC2(CCC(C(C)(C)C)CC2)O1,True,297.483,C1CCC2(CC1)OCCO2,unseen_cyclic_scaffold,<0.30,200-400,drug_like,0.12283976872762103,1.6289170537872306,1.5060772850596096,GINE
AQSOL_09417,-1.409999966621399,-2.6964962482452397,-2.754988193511963,-2.9090025424957275,-2.7868289947509766,0.1097729873041429,-1.41,-4.286518,0.39473684210526316,AQSOL_08230,CC(C)CCOC(=O)C1CN2CCC1CC2C(O)c1ccnc2ccccc12,True,382.504,c1ccc2c(CC3CC4CCN3CC4)ccnc2c1,unseen_cyclic_scaffold,0.30-0.50,200-400,drug_like,1.3768290281295776,2.876518033378601,1.4996890052490235,GINE
AQSOL_04308,0.6484000086784363,-0.1110069751739502,-0.0618190765380859,-0.4004838466644287,-0.19110329945882162,0.18298913220227755,0.6484,-1.68789,0.28205128205128205,AQSOL_04707,CN1C[C@@H]2C[C@@H](C1)c1cccc(=O)n1C2,True,204.273,O=c1cccc2n1CC1CNCC2C1,unseen_cyclic_scaffold,<0.30,200-400,drug_like,0.8395033081372579,2.336290008678436,1.4967867005411781,GINE
AQSOL_04060,-2.1208999156951904,-2.704834461212158,-2.235265016555786,-2.6912825107574463,-2.5437939961751304,0.2672798389123223,-2.1209,-4.0278983,0.6153846153846154,AQSOL_01677,COP(=O)(Oc1ccccc1)Oc1ccccc1,True,264.217,O=[PH](Oc1ccccc1)Oc1ccccc1,unseen_cyclic_scaffold,0.50-0.70,200-400,drug_like,0.4228940804799399,1.90699838430481,1.48410430382487,GINE
AQSOL_00830,-5.087662696838379,-4.504294872283936,-5.147836685180664,-5.3540120124816895,-5.002047856648763,0.4432218310056375,-5.0876627,-6.63527,0.5384615384615384,AQSOL_00829,C=C(C)CC(C)(C)C.c1ccc(Nc2ccccc2)cc1,False,281.443,c1ccc(Nc2ccccc2)cc1,unseen_cyclic_scaffold,0.50-0.70,200-400,outside_drug_like_scope,0.08561484018961618,1.5476073031616213,1.4619924629720051,GINE
AQSOL_02541,-1.3909846544265747,-4.251130104064941,-3.8279776573181152,-3.916351318359375,-3.998486359914144,0.22321317632559037,-1.3909847,-5.4432898,0.3958333333333333,AQSOL_00703,CCNc1cc2[o+]c3cc(NCC)c(C)cc3c(-c3ccccc3C(=O)OC)c2cc1C.[Cl-],False,464.993,c1ccc(-c2c3ccccc3[o+]c3ccccc23)cc1,unseen_cyclic_scaffold,0.30-0.50,400-600,outside_drug_like_scope,2.6075017054875693,4.052305145573425,1.4448034400858556,GINE
AQSOL_01789,-2.3162214756011963,-3.006148099899292,-2.738309383392334,-3.2823798656463623,-3.0089457829793296,0.2720460304580734,-2.3162215,-4.44947,0.4318181818181818,AQSOL_01794,CC1=NN(c2cc(S(=O)(=O)[O-])ccc2Cl)C(=O)C1N=Nc1cc(Cl)ccc1Oc1ccccc1Cl.[Na+],False,575.793,O=C1C(N=Nc2ccccc2Oc2ccccc2)C=NN1c1ccccc1,unseen_cyclic_scaffold,0.30-0.50,400-600,outside_drug_like_scope,0.6927243073781333,2.1332485243988035,1.4405242170206702,GINE
AQSOL_01743,0.2936103641986847,-0.223116397857666,-0.2308020591735839,0.0768964290618896,-0.1256740093231201,0.17547322937726714,0.29361036,-1.5502769,0.46875,AQSOL_06861,NC(=O)c1ccc[n+](Cc2ccccc2)c1.[Cl-],False,248.713,c1ccc(C[n+]2ccccc2)cc1,unseen_cyclic_scaffold,0.30-0.50,200-400,outside_drug_like_scope,0.4192843735218048,1.8438872641986848,1.42460289067688,GINE
AQSOL_02183,-1.020815134048462,-0.3626735210418701,-0.7045185565948486,-0.6535158157348633,-0.5735692977905273,0.1844128286796293,-1.0208151,-2.88412,0.42424242424242425,AQSOL_08552,CCN(CCO)c1ccc(N=Nc2sc3cc(OC)ccc3[n+]2C)cc1.COS(=O)(=O)[O-],False,482.584,c1ccc(N=Nc2[nH+]c3ccccc3s2)cc1,unseen_cyclic_scaffold,0.30-0.50,400-600,outside_drug_like_scope,0.44724583625793457,1.8633048659515379,1.4160590296936033,GINE
AQSOL_04219,1.096400022506714,1.2889485359191897,1.0751652717590332,0.9947071075439452,1.1196069717407227,0.15207170369935002,1.0964,-0.33655596,0.3076923076923077,AQSOL_04218,c1cncnc1,True,80.09,c1cncnc1,unseen_cyclic_scaffold,0.30-0.50,<200,drug_like,0.023206949234008567,1.432955982506714,1.4097490332727054,GINE
AQSOL_03708,0.2206999957561493,0.0609562397003173,0.5649166107177734,0.069469928741455,0.23178092638651523,0.2885353684670461,0.2207,-1.1773916,0.25,AQSOL_07110,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.[Cl-],False,300.815,c1ncc(C[n+]2ccsc2)cn1,unseen_cyclic_scaffold,<0.30,200-400,outside_drug_like_scope,0.011080930630365943,1.3980915957561493,1.3870106651257834,GINE
AQSOL_07508,-1.4700000286102295,-2.104952573776245,-2.2963600158691406,-1.9634859561920168,-2.1215995152791343,0.16706024481465603,-1.47,-3.4870985,0.6607142857142857,AQSOL_08452,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,True,333.363,O=c1cc[nH]c2cc(N3CCNCC3)ccc12,unseen_cyclic_scaffold,0.50-0.70,200-400,drug_like,0.6515994866689048,2.0170984713897706,1.3654989847208658,GINE
AQSOL_02267,-0.4843358099460602,-0.0714015960693359,0.0799262523651123,-0.6744229793548584,-0.2219661076863607,0.39907761772364836,-0.4843358,-2.0839045,0.7301587301587301,AQSOL_00893,CNc1ccc(/C=C/c2ccc(Nc3nc(Nc4ccc(S(=O)(=O)[O-])cc4)nc(N4CCOCC4)n3)cc2S(=O)(=O)[O-])c(S(=O)(=O)[O-])c1.Cc1nc(Nc2ccc(S(=O)(=O)[O-])cc2)nc(N2CCOCC2)n1.[Na].[Na].[Na].[Na],False,1159.096,C(=Cc1ccc(Nc2nc(Nc3ccccc3)nc(N3CCOCC3)n2)cc1)c1ccccc1.c1ccc(Nc2ncnc(N3CCOCC3)n2)cc1,unseen_cyclic_scaffold,0.70-0.85,>=600,outside_drug_like_scope,0.26236970225969947,1.5995686900539399,1.3371989877942405,GINE
AQSOL_01777,2.137681722640991,-0.0561723709106445,0.353945255279541,0.0912635326385498,0.12967880566914877,0.20774002197333036,2.1376817,-1.202396,0.41935483870967744,AQSOL_05355,CC(C)CC1CC(C)(O)CCO1,True,172.268,C1CCOCC1,unseen_cyclic_scaffold,0.30-0.50,<200,drug_like,2.0080029169718423,3.3400777226409915,1.3320748056691492,GINE
AQSOL_09391,-1.4900000095367432,-2.386512517929077,-2.9523725509643555,-2.950713396072388,-2.76319948832194,0.32622154043924534,-1.49,-4.075741,0.5263157894736842,AQSOL_08879,CN(C)CC1CC2C3CC=C4CC(O)CCC4(C)C3CCC2(C)C1=O,True,345.527,O=C1CCC2C1CCC1C3CCCCC3=CCC21,unseen_cyclic_scaffold,0.50-0.70,200-400,drug_like,1.2731994787851968,2.5857409904632567,1.3125415116780599,GINE
AQSOL_03430,-8.158424377441406,-8.098428726196289,-7.475736141204834,-7.521063804626465,-7.698409557342529,0.3471673240033626,-8.158424,-6.407379,0.2222222222222222,AQSOL_07359,c1ccc2c(c1)C1=NC2=Nc2c3ccccc3c3n2[Cu]n2c(c4ccccc4c2=NC2=NC(=N3)c3ccccc32)=N1,False,576.082,c1ccc2c(c1)C1=NC2=Nc2c3ccccc3c3n2[Cu]n2c(c4ccccc4c2=NC2=NC(=N3)c3ccccc32)=N1,unseen_cyclic_scaffold,<0.30,400-600,outside_drug_like_scope,0.46001482009887695,1.7510453774414065,1.2910305573425296,GINE
AQSOL_02962,-2.6916067600250244,-3.156538486480713,-2.607288122177124,-2.8133606910705566,-2.859062433242798,0.2774625697280442,-2.6916068,-1.2414331,0.5797101449275363,AQSOL_03016,Cc1nn(-c2ccccc2)c([O-])c1N=Nc1cc(S(=O)(=O)[O-])ccc1[O-].[Cr+3].[Na+].[Na+].[O-]c1ccc(N=Nc2ccccc2)cc1N=Nc1c([O-])ccc2ccccc12,False,835.71,c1ccc(N=Nc2cccc(N=Nc3cccc4ccccc34)c2)cc1.c1ccc(N=Nc2cnn(-c3ccccc3)c2)cc1,unseen_cyclic_scaffold,0.50-0.70,>=600,outside_drug_like_scope,0.16745567321777344,1.4501736600250243,1.282717986807251,GINE
AQSOL_01904,0.5192202925682068,0.5515375137329102,0.4768011569976806,0.4974184036254883,0.5085856914520264,0.038599378137017075,0.5192203,-0.7678108,0.48484848484848486,AQSOL_04391,O=C([O-])c1ccc[n+](Cc2ccccc2)c1.[Cl-].[Na+],False,271.679,c1ccc(C[n+]2ccccc2)cc1,unseen_cyclic_scaffold,0.30-0.50,200-400,outside_drug_like_scope,0.01063460111618042,1.2870310925682067,1.2763964914520263,GINE
AQSOL_06120,-0.3188000023365021,-0.1086251735687255,-0.542717456817627,-1.0697824954986572,-0.5737083752950033,0.48132751546730956,-0.3188,-1.8443289,0.5454545454545454,AQSOL_00449,Nc1c(S(=O)(=O)O)cc(S(=O)(=O)O)c2ccc(S(=O)(=O)O)cc12,True,383.381,c1ccc2ccccc2c1,unseen_cyclic_scaffold,0.50-0.70,200-400,drug_like,0.2549083729585012,1.525528897663498,1.2706205247049969,GINE
AQSOL_03731,-0.948199987411499,-3.0271317958831787,-3.804509878158569,-3.8890748023986816,-3.5735721588134766,0.4751164165575429,-0.9482,-4.82341,0.29310344827586204,AQSOL_02155,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,True,399.443,O=c1cccc2c(c1)CCCc1ccccc1-2,unseen_cyclic_scaffold,<0.30,200-400,drug_like,2.6253721714019775,3.875210012588501,1.2498378411865234,GINE
AQSOL_07804,-5.190000057220459,-5.024323463439941,-5.2184247970581055,-5.581814765930176,-5.274854342142741,0.28299709937896655,-5.19,-6.521847,0.45652173913043476,AQSOL_08603,O=[N+]([O-])c1ccc(O/N=C/c2cc(Br)c(O)c(Br)c2)c([N+](=O)[O-])c1,True,461.022,C(=NOc1ccccc1)c1ccccc1,unseen_cyclic_scaffold,0.30-0.50,400-600,drug_like,0.0848542849222822,1.3318469427795412,1.246992657857259,GINE
AQSOL_09361,-2.119999885559082,-2.295948982238769,-2.482267379760742,-2.47879695892334,-2.419004440307617,0.10658327859283401,-2.12,-3.6659644,0.5138888888888888,AQSOL_07466,C#CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,True,322.408,c1ccc2c(CC3CC4CCN3CC4)ccnc2c1,unseen_cyclic_scaffold,0.50-0.70,200-400,drug_like,0.29900455474853516,1.545964514440918,1.2469599596923828,GINE
AQSOL_03732,0.3901000022888183,0.568824052810669,0.7391986846923828,0.0365700721740722,0.448197603225708,0.3665171169767606,0.3901,-0.8990561,0.275,AQSOL_05235,Cc1ncc(CO)c(C=O)c1O.[Cl-].[H+],False,203.625,c1ccncc1,unseen_cyclic_scaffold,<0.30,200-400,outside_drug_like_scope,0.058097600936889704,1.2891561022888183,1.2310585013519286,GINE
